commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
2ff719de8fe7a6ec40d1e085ad3211a4fd09fe69,1372726338,,1.0,17,14,2,1,1,0.7706290693639405,True,3.0,2865495.0,11.0,3.0,False,10.0,2124.0,26.0,2.0,2163.0,2406.0,2406.0,1555.0,1736.0,1736.0,1883.0,2088.0,2088.0,0.1267236160624201,0.1405125445617811,0.1405125445617811
5486091a946b6ee7f023eeaa3220cf3a1d5728da,1337198641,,,2,0,1,1,1,0.0,True,1.0,422449.0,4.0,3.0,False,3.0,3568499.0,5.0,1.0,7.0,975.0,982.0,7.0,975.0,982.0,7.0,860.0,867.0,0.001085776330076,0.1168566775244299,0.1178067318132464
dbaccf95532eec3a2b68a0cf5b4ba824ee084706,1329446333,,,49,39,4,1,1,0.3991422195695296,True,2.0,7295.0,5.0,1.0,False,8.0,78662.0,22.0,2.0,108.0,498.0,498.0,108.0,498.0,498.0,89.0,428.0,428.0,0.0192431045542014,0.0917254650416933,0.0917254650416933
f109f5b8a9c7e6939dfd6c6f72a3b67548f5483c,1321429665,,,20,0,2,2,1,0.9709505944546686,True,1.0,5433.0,5.0,4.0,False,3.0,3678240.0,3.0,1.0,3.0,278.0,280.0,3.0,278.0,280.0,3.0,258.0,260.0,0.0015904572564612,0.1029821073558648,0.1037773359840954
186692f81f2612c3cf3a4090cbf949f2fb1558f8,1327926202,,,44,179,12,6,2,0.8252904778064797,True,7.0,2355452.0,60.0,18.0,False,33.0,112906.5,128.0,3.0,170.0,846.0,846.0,170.0,846.0,846.0,167.0,828.0,828.0,0.0328574222569919,0.1621357324467044,0.1621357324467044
1549d59e448550f05c5bd1ea6a9da5d1e78c7f26,1343357928,,,911,1158,52,7,4,0.8263713364566317,True,18.0,3296920.0,69.0,16.0,False,26.0,565459.5576923077,322.0,2.0,435.0,489.0,489.0,417.0,470.0,470.0,422.0,476.0,476.0,0.0392648287385129,0.0442773600668337,0.0442773600668337
b7b9932ff96d9792301dbdd1581230620af138d5,1346856060,,,0,36,3,1,1,1.0,True,1.0,505.0,3.0,3.0,False,1.0,1490719.0,1.0,2.0,135.0,103.0,170.0,135.0,103.0,170.0,116.0,83.0,146.0,0.0120556414219474,0.0086553323029366,0.0151468315301391
9a4554bdf506349e86ea935d7b224ef36f653012,1305901198,,,5,1,1,1,1,0.0,False,,,,,True,,,,,,,,,,,,,,,,
02bf8f421d32ef7449b0fe2fe1ad62fea33bcc61,1311570737,,1.0,6,6,2,1,1,0.9798687566511528,True,3.0,269154.0,16.0,5.0,True,2.0,275.0,6.0,1.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0318725099601593,0.0318725099601593,0.0318725099601593
ca1af75fb2ca0671bc715e4f7ec3b45939073eb4,1323352171,,,7,7,1,1,1,0.0,True,2.0,10808.0,8.0,2.0,False,2.0,277097.0,2.0,2.0,30.0,163.0,163.0,29.0,162.0,162.0,17.0,64.0,64.0,0.0122532334921715,0.0442477876106194,0.0442477876106194
1d039184543c3c1079a56e98ca22d9774166ed3f,1381696395,,1.0,2,2,1,1,1,0.0,True,1.0,1054797.0,6.0,2.0,False,16.0,10461272.0,31.0,2.0,0.0,3373.0,3373.0,0.0,2741.0,2741.0,0.0,2577.0,2577.0,5.879240402140044e-05,0.1515668175671703,0.1515668175671703
a54b057222b194f1d1d244c3bff162e5e537f074,1316684921,,,24,7,2,1,1,0.9932338197397066,False,,,,,True,,,,,,,,,,,,,,,,
49a3c87175b0b9261c8c715315f3913b410f248d,1380838796,,,0,26,2,1,1,0.3912435636292556,True,2.0,2894973.0,11.0,4.0,False,12.0,119.0,41.0,1.0,766.0,481.0,1204.0,569.0,336.0,877.0,660.0,416.0,1040.0,0.0394085733023311,0.0248613843677338,0.0620640314791629
fbd10a401f640778d404c99b8633ed402a0fe000,1350375823,,,17,17,10,9,1,0.9825418661255838,True,1.0,25645.0,7.0,3.0,False,6.0,2318114.0,8.0,2.0,1165.0,1224.0,1224.0,1117.0,1173.0,1173.0,42.0,45.0,45.0,0.0890269151138716,0.0952380952380952,0.0952380952380952
c79bfde122702144d96a2fb10d0bc5e7dd22c7a8,1377262524,,,20,20,7,1,1,0.9648566158416296,True,1.0,5722.0,4.0,1.0,False,12.0,743781.7142857143,40.0,2.0,96.0,144.0,144.0,96.0,142.0,142.0,92.0,133.0,133.0,0.005958864612033,0.0085858909463702,0.0085858909463702
52fcb218c379bb2008e24a2b5b00b613219ba7f6,1397633798,,1.0,57,15,6,3,2,0.9062791720076316,True,4.0,1117673.0,29.0,13.0,False,23.0,1931696.1666666667,181.0,1.0,2768.0,4171.0,4923.0,2240.0,2908.0,3483.0,2184.0,3544.0,4140.0,0.090954501935645,0.1475669150397535,0.1723764725471423
87a30db468b187c9c667feefdb31a63028ee9fad,1375172011,,1.0,2,1,1,1,1,0.0,True,2.0,95591.0,12.0,3.0,False,10.0,2744362.0,23.0,2.0,456.0,1169.0,1169.0,329.0,840.0,840.0,433.0,1070.0,1070.0,0.0285977859778597,0.0705719557195572,0.0705719557195572
f70031c17b9724d8918420a3ab7342b62c061485,1406207487,,,14,1,4,4,1,0.9031194643266948,True,2.0,41144.0,8.0,1.0,False,46.0,1298761.0,148.0,1.0,3155.0,379.0,3337.0,1987.0,303.0,2150.0,819.0,63.0,841.0,0.1124057573680603,0.0087731322823851,0.1154215215901302
29c4a27a94d6f0dc9d91227d99bab7c2f55710db,1327691082,,,28,52,5,3,1,0.518541369013069,True,2.0,630434.0,14.0,9.0,False,15.0,305238.0,27.0,2.0,9.0,720.0,721.0,9.0,720.0,721.0,7.0,639.0,640.0,0.0019612650159352,0.1569012012748222,0.1571463594018141
c9b78026f575361f09b2fac1b1d4abba6a3c2f7d,1333031230,,,0,0,6,2,2,0.0,True,1.0,38914.0,8.0,1.0,False,11.0,2375210.1666666665,52.0,2.0,644.0,846.0,846.0,644.0,846.0,846.0,631.0,833.0,833.0,0.0853707956233959,0.1126570309334053,0.1126570309334053
20f333e8acce43b85a300d1b4cc00c65c49ef0e2,1369836134,,,2,2,1,1,1,0.0,False,,,,,True,,,,,,,,,,,,,,,,
800e4bc80f0d8d1ec1b7ba058a1eb2a61616937b,1380201293,,,8,4,4,3,1,1.0,True,1.0,10058.0,3.0,1.0,False,26.0,6220002.0,112.0,2.0,2183.0,2607.0,2607.0,1623.0,1939.0,1939.0,1655.0,2032.0,2032.0,0.0999336189729044,0.12268420735019,0.12268420735019
dcabeada455777653b7f71a20104bea5736d27ae,1306496709,,,14,3,2,1,1,0.7871265862012691,False,,,,,True,,,,,,,,,,,,,,,,
79d238abdcd7927fd2f81e500b8d0893b44b01d6,1302680876,,,130,127,2,1,1,0.9880736957984806,False,,,,,True,,,,,,,,,,,,,,,,
57665bf23a00eca240d26c6267ca2bed1a052c0b,1393755746,,,7,2,1,1,1,0.0,True,1.0,22987.0,3.0,1.0,False,12.0,13811416.0,31.0,1.0,2579.0,3979.0,4664.0,2140.0,2848.0,3368.0,1905.0,3165.0,3653.0,0.0953238309577394,0.158339584896224,0.1827456864216054
a1d3383a380531e09e994c94f13820504e6a56db,1350045119,,,5,4,1,1,1,0.0,True,2.0,124490.0,12.0,6.0,False,5.0,1220650.0,7.0,4.0,2.0,2234.0,2234.0,2.0,2042.0,2042.0,1.0,1265.0,1265.0,0.0001950268161872,0.1234519746465138,0.1234519746465138
b357c98bb92dd1a1cdf1088aff29f6db60a11d1f,1314791405,,,3,1,1,1,1,0.0,True,2.0,56735.0,4.0,2.0,False,1.0,541340.0,1.0,1.0,67.0,71.0,87.0,67.0,71.0,87.0,62.0,64.0,78.0,0.0559006211180124,0.0576752440106477,0.0700976042590949
ebbabba0a57e756b846ff49c74f3ce1f6acf6824,1395222104,1.0,,1,1,1,1,1,0.0,True,1.0,12019.0,3.0,1.0,False,5.0,4299.0,18.0,1.0,565.0,288.0,849.0,337.0,219.0,554.0,486.0,258.0,740.0,0.0237851037851037,0.0126495726495726,0.0361904761904761
f70924e9ccc016b979bc74bba156600639184be7,1336603634,,1.0,366,1027,20,7,3,0.6387671807177089,True,5.0,1811004.0,34.0,11.0,False,56.0,71319.5,221.0,3.0,23.0,803.0,803.0,23.0,803.0,803.0,21.0,731.0,731.0,0.0029709655638082,0.0988521269412559,0.0988521269412559
c92ece451872942c81592d33be495baa96afc416,1402400006,,,2,0,1,1,1,0.0,True,2.0,549832.0,5.0,4.0,False,12.0,11407915.0,22.0,2.0,2.0,1882.0,1883.0,2.0,1213.0,1214.0,2.0,1686.0,1687.0,0.0001375957437049,0.0773746732101087,0.0774205384580103
789c0ebcd4ed976eb124e2da1958a48b478751c0,1406377173,,,77,165,1,1,1,0.0,True,2.0,161928.0,8.0,4.0,False,1.0,25340237.0,1.0,1.0,4.0,425.0,429.0,4.0,272.0,276.0,4.0,364.0,368.0,0.0002230350611116,0.0162815594611472,0.0164599875100365
774d74df91869d1178cbcdc7648994576a47f850,1380119377,,,31,0,6,4,1,0.9577872041541824,True,2.0,18943.0,10.0,3.0,False,20.0,168451.0,40.0,2.0,79.0,520.0,520.0,72.0,403.0,403.0,76.0,468.0,468.0,0.0046565070149975,0.0283623609095307,0.0283623609095307
10a0cc3da20458b4d915ad71a02ed7cbc1d8a5e7,1304518775,,,79,144,7,2,2,0.7169537757647161,False,,,,,True,,,,,,,,,,,,,,,,
7dbb49bdec6e74f9d1eb096d15bdeea0881c3704,1392108405,1.0,,415,372,6,1,1,0.6160589673601345,True,3.0,294769.0,19.0,3.0,True,1.0,42080.333333333336,3.0,1.0,2508.0,2508.0,2508.0,2122.0,2122.0,2122.0,1840.0,1840.0,1840.0,0.0940293171254916,0.0940293171254916,0.0940293171254916
45cc2dd7f17120038653c8b9d3f49f282fc310db,1306158388,,,1,0,1,1,1,0.0,False,,,,,True,,,,,,,,,,,,,,,,
b00a40fd5c492d87fde40a11241cd4a9b88b4c28,1327906933,,,1,1,5,2,2,0.0,True,1.0,170393.0,3.0,1.0,False,2.0,438993.3333333333,4.0,2.0,554.0,951.0,951.0,553.0,950.0,950.0,4.0,4.0,4.0,1.0,1.0,1.0
2c52e9a5c1d6ef6cbf4577430e14027375465c96,1326207810,,,8,4,1,1,1,0.0,True,1.0,15794.0,3.0,1.0,False,1.0,350673.0,11.0,2.0,112.0,359.0,359.0,112.0,359.0,359.0,58.0,137.0,137.0,0.0328874024526198,0.0769230769230769,0.0769230769230769
e608887ee4fbfda84ab26d22d8cb9283291bb238,1303399866,,,2,0,1,1,1,0.0,False,,,,,True,,,,,,,,,,,,,,,,
ec081cb66b67e1c13fc937099fcad5d73fd1cb72,1352387312,,,3,0,1,1,1,0.0,True,1.0,6321.0,3.0,,True,7.0,7811292.0,13.0,1.0,120.0,120.0,120.0,120.0,120.0,120.0,116.0,116.0,116.0,0.0109325359745841,0.0109325359745841,0.0109325359745841
173d55eff6f5cc5ae0391a9f26f9ff5f2bad58a4,1343029450,,1.0,247,11,3,3,2,0.6518684522670112,True,5.0,682147.0,14.0,2.0,False,5.0,4784166.333333333,13.0,2.0,324.0,487.0,487.0,317.0,474.0,474.0,321.0,473.0,473.0,0.0302773859896567,0.0445698166431593,0.0445698166431593
ced523af7a3559b0f30dd2a4406e05418ff7ec89,1358439179,,,19,6,1,1,1,0.0,True,1.0,111793.0,11.0,6.0,False,4.0,1313970.0,4.0,4.0,1441.0,3660.0,3660.0,1280.0,3299.0,3299.0,365.0,1078.0,1078.0,0.0750923266311038,0.221378744357817,0.221378744357817
6276acb59a800e3cc3251f218b285f988a9128b5,1345551441,,,2,2,1,1,1,0.0,True,1.0,18035.0,4.0,3.0,False,13.0,3709609.0,22.0,1.0,8.0,199.0,207.0,8.0,177.0,185.0,8.0,188.0,196.0,0.0009502692429521,0.0199556541019955,0.0208003378735086
bbc4cc4a47bb96c8cb85b6f0dd607020e74f3e2c,1393422115,,,1,0,1,1,1,0.0,True,2.0,79672.0,8.0,1.0,False,43.0,1821615.0,129.0,1.0,264.0,2677.0,2919.0,154.0,1815.0,1953.0,248.0,2058.0,2284.0,0.0125226312613156,0.1035505934419633,0.1149165157915912
c10f01da1e92328959cd6cf7c8951888c86ad5dc,1358262771,,,66,8,8,1,1,0.8515662292179759,True,1.0,102444.0,6.0,4.0,False,1.0,3565487.625,4.0,2.0,10.0,62.0,68.0,9.0,56.0,62.0,5.0,13.0,16.0,0.1052631578947368,0.2456140350877192,0.2982456140350877
91734b161def65fed4c6cf57d92894e14955d9db,1315474302,3.0,,133,6,8,1,1,0.8777672407579872,True,2.0,9925.0,6.0,3.0,False,5.0,448885.75,26.0,1.0,25.0,39.0,49.0,25.0,39.0,49.0,25.0,21.0,31.0,0.4642857142857143,0.3928571428571428,0.5714285714285714
a5e3e9eaf16e4b146659f4f5b9227fb2435ee8f2,1344259871,,,17,9,1,1,1,0.0,True,2.0,2318614.0,12.0,7.0,False,9.0,616743.0,15.0,3.0,13.0,1869.0,1876.0,13.0,1830.0,1837.0,10.0,1555.0,1560.0,0.0011993022241604,0.1696467509812472,0.1701918883558656
dc897ca7d92d76bd8490a812a3da343a326577a2,1303898351,,,18,4,1,1,1,0.0,False,,,,,True,,,,,,,,,,,,,,,,
e9a8b026f51d77ccb014c9e8011b081d4100aad4,1354007490,1.0,,28,9,5,1,1,0.6658131491410875,True,5.0,22966.0,13.0,4.0,False,27.0,2319226.6,120.0,1.0,67.0,1314.0,1331.0,55.0,1213.0,1227.0,52.0,1018.0,1027.0,0.0048300373644399,0.0928643032898933,0.0936844983140435
ac26ac46504fb8ff0bfc4b09c39067cb3ef9f4d6,1312958010,,,0,5,2,1,1,0.7219280948873623,True,1.0,101.0,2.0,2.0,False,2.0,201617.0,3.0,1.0,54.0,2.0,56.0,54.0,2.0,56.0,52.0,1.0,53.0,0.069828722002635,0.0026350461133069,0.0711462450592885
4cc8209998c386a4372f10496f0c97f3d86f92bb,1329942298,,,16,2,1,1,1,0.0,True,3.0,955362.0,23.0,10.0,False,3.0,271.0,6.0,6.0,124.0,2110.0,2110.0,124.0,2109.0,2109.0,90.0,1361.0,1361.0,0.0186590116875128,0.2792700430592577,0.2792700430592577
e4ff58731699e1202396f9ef5863f462fa1d9456,1380113261,,,36,36,19,1,1,0.9947157863747254,True,1.0,160133.0,6.0,4.0,False,5.0,1565997.4210526317,22.0,5.0,450.0,1184.0,1184.0,418.0,964.0,964.0,372.0,959.0,959.0,0.0225732268215928,0.0580973129992737,0.0580973129992737
3f00617d4c822ddf18dbd523a6f832f61e11ca58,1341420560,,,3,2,1,1,1,0.0,True,1.0,61574.0,3.0,2.0,False,5.0,13962.0,7.0,1.0,186.0,204.0,300.0,173.0,192.0,279.0,175.0,202.0,287.0,0.0205823880247924,0.0237399134604139,0.0336802713132966
dd99c10c569a5941efa74fb07d5031d58af07141,1406807295,,,70,53,1,1,1,0.0,True,2.0,48293.0,7.0,4.0,False,23.0,251539.0,54.0,2.0,3177.0,1338.0,4029.0,1994.0,863.0,2528.0,829.0,164.0,892.0,0.1131252555540411,0.0224887556221889,0.1217118713370587
0bd2f61372b6e8ad9656af834af9c0fc8689432b,1327671745,,,56,0,6,1,1,0.8636526339997833,True,2.0,286332.0,13.0,3.0,False,6.0,156774.0,59.0,3.0,91.0,322.0,322.0,91.0,322.0,322.0,87.0,92.0,92.0,0.419047619047619,0.4428571428571428,0.4428571428571428
e2f973a8d057c310ef6a437ad26aee4d93e33a69,1360246199,,,0,0,2,2,1,0.0,True,1.0,353756.0,2.0,,True,2.0,6108091.0,5.0,1.0,1042.0,1042.0,1042.0,922.0,922.0,922.0,4.0,4.0,4.0,0.1020408163265306,0.1020408163265306,0.1020408163265306
fed439c243fa2342d21100fbf3c9101dbe0d69a1,1386423430,,,1,0,1,1,1,0.0,True,2.0,195749.0,15.0,8.0,False,0.0,0.0,0.0,3.0,0.0,4498.0,4498.0,0.0,2967.0,2967.0,0.0,48.0,48.0,0.0098039215686274,0.4803921568627451,0.4803921568627451
46de0c476589cdc5ba02cb4c439cb4f4b3ba401f,1389015426,,,2,0,1,1,1,0.0,True,1.0,456099.0,11.0,2.0,False,9.0,8684883.0,13.0,1.0,160.0,2614.0,2710.0,139.0,1682.0,1765.0,142.0,2279.0,2365.0,0.0076733204550332,0.1223438506117192,0.1269585748014595
4f22fcb2494e1e770edae4d08f394f93ed519740,1355753918,,,32,31,9,2,8,0.54763174231435,True,1.0,18385.0,2.0,2.0,False,3.0,23731.666666666668,210.0,1.0,1632.0,435.0,1858.0,1469.0,411.0,1672.0,202.0,143.0,216.0,0.935483870967742,0.663594470046083,1.0
2737149a871bade64959bb0b1117abfad1cf12ee,1365606608,,,63,0,4,3,1,0.6181032086667722,True,1.0,31542.0,3.0,1.0,False,3.0,6093536.25,7.0,2.0,151.0,192.0,192.0,147.0,185.0,185.0,112.0,124.0,124.0,0.6420454545454546,0.7102272727272727,0.7102272727272727
a545a94a37ea87e1cb3eafe3d1ea9283a5bf4a72,1368451446,,,7,6,2,2,2,0.3912435636292556,False,,,,,True,,,,,,,,,,,,,,,,
61fbdc00fb03eba82309860487954d87460852a3,1374151334,,1.0,3,3,1,1,1,0.0,True,1.0,86452.0,6.0,1.0,False,17.0,4918581.0,29.0,2.0,449.0,2639.0,2639.0,324.0,1895.0,1895.0,426.0,2335.0,2335.0,0.0283777497175516,0.1552468930683857,0.1552468930683857
a6a0dfc44e729f6a9e772beec1b7fd176051da4b,1304484196,,,1,1,1,1,1,0.0,False,,,,,True,,,,,,,,,,,,,,,,
b661907f9afdbb10b95fc00e58581817a94b22e5,1365578650,,,5,5,1,1,1,0.0,True,1.0,78733.0,5.0,3.0,False,1.0,170113.0,1.0,3.0,425.0,640.0,640.0,336.0,542.0,542.0,373.0,570.0,570.0,0.028042288370698,0.0428132263627502,0.0428132263627502
d9308fcf4972edbbfac12855428620faa4fcbf6d,1348466983,,,0,0,303,55,4,0.0,True,1.0,26154.0,5.0,4.0,False,26.0,1270464.818481848,116.0,3.0,11.0,1448.0,1448.0,11.0,1319.0,1319.0,11.0,1413.0,1413.0,0.0009892827699917,0.1165704863973619,0.1165704863973619
a7c9d5ca9c754902baa0fa5a6ba8b28864611ca5,1354272534,,,2,0,1,1,1,0.0,True,1.0,81598.0,11.0,2.0,False,15.0,154272.0,36.0,3.0,256.0,2487.0,2487.0,256.0,2219.0,2219.0,233.0,2046.0,2046.0,0.0211860570393843,0.1853327297419646,0.1853327297419646
ce7b3c972038636d8026dce949f1bd58e0bdd610,1338428111,,,0,11,2,1,1,0.9940302114769564,True,1.0,29065.0,5.0,4.0,False,10.0,1730845.0,17.0,1.0,176.0,145.0,311.0,176.0,144.0,310.0,144.0,139.0,274.0,0.0185659411011523,0.0179257362355953,0.0352112676056338
ea13e0cf3faa3d397deb54a3f213e6a627745f0f,1337048135,,,44,8,4,2,2,0.8249724575575756,True,4.0,97566.0,17.0,4.0,False,11.0,29191.5,51.0,2.0,155.0,230.0,230.0,155.0,230.0,230.0,154.0,224.0,224.0,0.0175836642087351,0.0255246738513896,0.0255246738513896
ad5d64226abd50a43856ab560583f37b49ff04c9,1347263654,,,6,2,1,1,1,0.0,True,4.0,26519.0,19.0,8.0,False,11.0,413192.0,16.0,1.0,116.0,209.0,307.0,116.0,208.0,306.0,107.0,181.0,270.0,0.01106217351224,0.0186418109187749,0.0277578613131209
e5a3217349ea03a9615868c562e454e1407bc4c5,1334921045,,,1,0,1,1,1,0.0,True,2.0,576648.0,12.0,3.0,False,4.0,665045.0,17.0,3.0,771.0,2280.0,2280.0,771.0,2279.0,2279.0,686.0,1459.0,1459.0,0.1034950286230792,0.219945766797228,0.219945766797228
b1bdeba086327e165ac990b9a28aaa65a9d67134,1392208657,,,21,0,2,1,1,0.4537163391869448,True,4.0,721567.0,11.0,2.0,False,3.0,3063594.0,20.0,1.0,245.0,409.0,522.0,188.0,338.0,426.0,224.0,304.0,412.0,0.01147724954091,0.015558049377678,0.0210671291573148
